TokenId,DateTime,Title,ArtistName,PlaylistName,CategoryName
959,8/31/2017 8:43:28 PM,Public Service PMSMA - 1,EC-PS1-MH-H-0617,West & North,IAP TV
959,8/31/2017 8:43:25 PM,Wipe 6,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:39:52 PM,Immunisation For Every Child,EC-IMM-CH-H-0617,West & North,IAP TV
959,8/31/2017 8:38:22 PM,Growing Child Lullaby,EC-GCL-PT-E-0617,West & North,IAP TV
959,8/31/2017 8:37:01 PM,Furball 2 - Sleep,EC-F2S-CH-E-0617,West & North,IAP TV
959,8/31/2017 8:36:59 PM,Wipe 5,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:30:00 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
959,8/31/2017 8:29:57 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:29:03 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
959,8/31/2017 8:27:45 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
959,8/31/2017 8:26:14 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
959,8/31/2017 8:24:08 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
959,8/31/2017 8:24:06 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:22:39 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
959,8/31/2017 8:22:13 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
959,8/31/2017 8:21:00 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
959,8/31/2017 8:19:34 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
959,8/31/2017 8:19:32 PM,Wipe 2,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:19:01 PM,Brush Twice A Day,EC-BTAD-CH-E-0617,West & North,IAP TV
959,8/31/2017 8:15:28 PM,How To Say No,EC-HTSN-PT-H-0617,West & North,IAP TV
959,8/31/2017 8:13:50 PM,Yolo - Curd,EC-YC-CN-H-0617,West & North,IAP TV
959,8/31/2017 8:12:20 PM,Germ Mascot,EC-GM-GH-E-0617,West & North,IAP TV
959,8/31/2017 8:12:17 PM,Wipe 1,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:09:03 PM,Doctors Speak About IAP,EC-DS-GH-E-0617,West & North,IAP TV
959,8/31/2017 8:08:46 PM,Channel ID,EC-CHID-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:08:37 PM,WB Copyright,EC-COPY-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:08:31 PM,Disclaimer,EC-DISC-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:07:07 PM,Furball 1 - Play With Kids,EC-F1P-PT-E-0617,West & North,IAP TV
959,8/31/2017 8:07:05 PM,Wipe 9,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 8:06:24 PM,Public Service PMSMA - 2,EC-PS2-MH-H-0617,West & North,IAP TV
959,8/31/2017 8:04:35 PM,Hi Zindagi - SasameSeeds,EC-HZS-CN-E-0617,West & North,IAP TV
959,8/31/2017 8:03:28 PM,Neonatal Lullaby,EC-NL-CH-E-0617,West & North,IAP TV
959,8/31/2017 8:02:27 PM,Society Aunty,EC-SA-CN-H-0617,West & North,IAP TV
959,8/31/2017 8:02:24 PM,Wipe 8,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:46:22 PM,Public Service PMSMA - 1,EC-PS1-MH-H-0617,West & North,IAP TV
959,8/31/2017 7:46:20 PM,Wipe 6,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:42:46 PM,Immunisation For Every Child,EC-IMM-CH-H-0617,West & North,IAP TV
959,8/31/2017 7:41:16 PM,Growing Child Lullaby,EC-GCL-PT-E-0617,West & North,IAP TV
959,8/31/2017 7:39:56 PM,Furball 2 - Sleep,EC-F2S-CH-E-0617,West & North,IAP TV
959,8/31/2017 7:39:53 PM,Wipe 5,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:32:54 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
959,8/31/2017 7:32:51 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:31:57 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
959,8/31/2017 7:30:40 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
959,8/31/2017 7:29:08 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
959,8/31/2017 7:27:03 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
959,8/31/2017 7:27:00 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:25:33 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
959,8/31/2017 7:25:07 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
959,8/31/2017 7:23:54 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
959,8/31/2017 7:22:29 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
959,8/31/2017 7:22:26 PM,Wipe 2,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:21:55 PM,Brush Twice A Day,EC-BTAD-CH-E-0617,West & North,IAP TV
959,8/31/2017 7:18:22 PM,How To Say No,EC-HTSN-PT-H-0617,West & North,IAP TV
959,8/31/2017 7:16:44 PM,Yolo - Curd,EC-YC-CN-H-0617,West & North,IAP TV
959,8/31/2017 7:15:14 PM,Germ Mascot,EC-GM-GH-E-0617,West & North,IAP TV
959,8/31/2017 7:15:11 PM,Wipe 1,EC-WIPE-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:11:57 PM,Doctors Speak About IAP,EC-DS-GH-E-0617,West & North,IAP TV
959,8/31/2017 7:11:40 PM,Channel ID,EC-CHID-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:11:31 PM,WB Copyright,EC-COPY-CP-E-0617,West & North,IAP TV
959,8/31/2017 7:11:25 PM,Disclaimer,EC-DISC-CP-E-0617,West & North,IAP TV
